upstream_cpp	n_gm	kt_files	gm_status	source_tags	test_files	disabled_tags	bucket
pathcontourstart	1	ContourStartGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ContourStartCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ContourStartTest.kt	-	ported
patheffects	2	CTMPathEffectGM.kt,PathEffectGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/CTMPathEffectWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/CTMPathEffectTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/CTMPathEffectCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathEffectTest.kt	STUB.PATH_EFFECT_CTM	implementation
pathfill	8	Bug7792GM.kt,PathArcToSkbug9077GM.kt,PathFillGM.kt,PathInverseFillGM.kt,PathSkbug11859GM.kt,PathSkbug11886GM.kt,RotatedCubicPathGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/Bug7792WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Bug7792CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathArcToSkbug9077Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PathArcToSkbug9077WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathArcToSkbug9077CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathFillTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathFillCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathInverseFillTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathInverseFillCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathSkbug11859Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PathSkbug11859WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathSkbug11859CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathSkbug11886Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PathSkbug11886WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathSkbug11886CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RotatedCubicPathTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RotatedCubicPathCrossBackendTest.kt	-	partial-coverage
pathinterior	1	PathInteriorGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PathInteriorWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathInteriorTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathInteriorCrossBackendTest.kt	-	ported
pathmaskcache	1	PathMaskCacheGM.kt	PORTED	-	-	-	ported
pathmeasure	1	PathMeasureExplosionGM.kt	TEST_DISABLED	STUB.PATH_MEASURE_EXPLOSION	skia-integration-tests/src/test/kotlin/org/skia/tests/PathMeasureExplosionTest.kt	STUB.PATH_MEASURE_EXPLOSION	implementation
pathopsblend	1	PathOpsBlendGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PathOpsBlendTest.kt	-	ported
pathopsinverse	2	PathOpsInverseGM.kt,PathOpsSkbug10155GM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PathOpsSkbug10155WebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathOpsInverseTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathOpsSkbug10155Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PathOpsSkbug10155CrossBackendTest.kt	-	ported
pathreverse	0	-	HELPER	-	-	-	helper
pdf_never_embed	3	PdfCrbug772685GM.kt,PdfNeverEmbedGM.kt,PdfTableBasedSubsetGM.kt	PARTIAL	STUB.PDF_TABLE_SUBSET_FONTMGR	skia-integration-tests/src/test/kotlin/org/skia/tests/PdfCrbug772685Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PdfNeverEmbedTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PdfTableBasedSubsetTest.kt	STUB.PDF_TABLE_SUBSET_FONTMGR	font-gated
perlinnoise	4	PerlinNoiseGM.kt,PerlinNoiseLayeredGM.kt,PerlinNoiseLocalMatrixGM.kt,PerlinNoiseRotatedGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PerlinNoiseLocalMatrixCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PerlinNoiseLayeredTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PerlinNoiseLocalMatrixTest.kt	-	ported
perspimages	1	PerspImagesGM.kt	TEST_DISABLED	INTRACTABLE.GPU_ONLY	skia-integration-tests/src/test/kotlin/org/skia/tests/PerspImagesTest.kt	INTRACTABLE.GPU_ONLY	gpu-intractable
perspshaders	2	PerspShadersGM.kt,PerspectiveClipGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PerspShadersTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PerspectiveClipTest.kt	-	ported
persptext	1	PerspTextGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PerspTextTest.kt	-	ported
picture	2	PictureCullRectGM.kt,PictureGM.kt	PORTED	-	-	-	ported
pictureimagefilter	1	PictureImageFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PictureImageFilterTest.kt	-	ported
pictureimagegenerator	1	PictureGeneratorGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PictureGeneratorTest.kt	-	ported
pictureshader	3	PictureShaderGM.kt,PictureShaderPerspGM.kt,TiledPictureShaderGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PictureShaderPerspTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PictureShaderTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TiledPictureShaderTest.kt	-	ported
pictureshadercache	1	PictureShaderCacheGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PictureShaderCacheTest.kt	-	ported
pictureshadertile	1	PictureShaderTileGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PictureShaderTileTest.kt	-	ported
plus	1	PlusMergesAaGM.kt	PORTED	-	-	-	ported
points	2	PointsGM.kt,PointsMaskFilterGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PointsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PointsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PointsCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PointsMaskFilterTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/PointsMaskFilterCrossBackendTest.kt	-	ported
poly2poly	1	Poly2PolyGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Poly2PolyTest.kt	-	ported
polygonoffset	1	PolygonOffsetGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PolygonOffsetTest.kt	-	ported
polygons	3	ConjoinedPolygonsGM.kt,PolygonsGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ConjoinedPolygonsWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ConjoinedPolygonsCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/PolygonsWebGpuTest.kt	-	partial-coverage
postercircle	1	PosterCircleGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PosterCircleTest.kt	-	ported
preservefillrule	1	PreserveFillRuleGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PreserveFillRuleTest.kt	-	ported
quadpaths	2	QuadClosePathGM.kt,QuadPathGM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/QuadPathTest.kt	-	partial-coverage
radial_gradient_precision	1	RadialGradientPrecisionGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RadialGradientPrecisionTest.kt	-	ported
rasterhandleallocator	1	RasterAllocatorGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RasterAllocatorTest.kt	-	ported
readpixels	3	ReadPixelsCodecGM.kt,ReadPixelsGM.kt,ReadPixelsPictureGM.kt	PARTIAL	STUB.FIXTURE.GOOGLE_CHROME_ICO,STUB.ICO_DECODE	skia-integration-tests/src/test/kotlin/org/skia/tests/ReadPixelsTest.kt	STUB.FIXTURE.GOOGLE_CHROME_ICO,STUB.FIXTURE.READPIXELSCODEC_REFERENCE,STUB.FIXTURE.READPIXELSPICTURE_REFERENCE,STUB.ICO_DECODE	fixture-gated
recordopts	1	RecordOptsGM.kt	TEST_DISABLED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RecordOptsTest.kt	STUB.RECORDOPTS.SAVELAYER_COLOR_FILTER_FOLD,STUB.XYZ	implementation
rect_poly_stroke	1	RectPolyStrokeGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/RectPolyStrokeWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RectPolyStrokeCrossBackendTest.kt	-	ported
rectangletexture	1	RectangleTextureGM.kt	TEST_DISABLED	STUB.GL_TEXTURE_RECTANGLE	skia-integration-tests/src/test/kotlin/org/skia/tests/RectangleTextureTest.kt	STUB.GL_TEXTURE_RECTANGLE	gpu-intractable
rendertomipmappedyuvimageplanes	1	RenderToMipmappedYUVImagePlanesGM.kt	TEST_DISABLED	STUB.GPU_RENDER_TARGET,STUB.YUVA_PIXMAPS	skia-integration-tests/src/test/kotlin/org/skia/tests/RenderToMipmappedYUVImagePlanesTest.kt	STUB.YUVA_PIXMAPS	codec-gated
repeated_bitmap	2	RepeatedBitmapGM.kt,RepeatedBitmapJpgGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RepeatedBitmapCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RepeatedBitmapTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RepeatedBitmapJpgTest.kt	-	ported
resizeimagefilter	1	ResizeGM.kt	PORTED	-	-	-	ported
rippleshadergm	1	RippleShaderGM.kt	TEST_DISABLED	STUB.SKSL	skia-integration-tests/src/test/kotlin/org/skia/tests/RippleShaderTest.kt	STUB.SKSL	wgsl-runtime-gated
roundrects	1	RoundRectGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RoundRectTest.kt	-	ported
rrect	2	RRectBlurGM.kt,RRectGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RRectCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RRectBlurTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RRectTest.kt	-	implementation
rrectclipdrawpaint	1	RRectClipDrawPaintGM.kt	PORTED	-	-	-	ported
rrects	2	RRectGM.kt,StrokeRectRRectsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RRectCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RRectTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokeRectRRectsTest.kt	-	ported
rsxtext	1	RSXShaderGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RSXShaderTest.kt	-	ported
runtimecolorfilter	2	RuntimeColorFilterGM.kt,RuntimecolorfilterVerticesAtlasAndPatchGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RuntimecolorfilterVerticesAtlasAndPatchTest.kt	-	ported
runtimefunctions	1	RuntimeFunctionsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RuntimeFunctionsTest.kt	-	ported
runtimeimagefilter	2	RtifDistortGM.kt,RtifUnsharpGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/RtifDistortTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RtifUnsharpTest.kt	-	ported
runtimeintrinsics	8	RuntimeIntrinsicsCommonEs3GM.kt,RuntimeIntrinsicsCommonGM.kt,RuntimeIntrinsicsExponentialGM.kt,RuntimeIntrinsicsGeometricGM.kt,RuntimeIntrinsicsMatrixGM.kt,RuntimeIntrinsicsRelationalGM.kt,RuntimeIntrinsicsTrigEs3GM.kt,RuntimeIntrinsicsTrigGM.kt	PORTED	STUB.SKSL_ES3_GPU	-	-	wgsl-runtime-gated
runtimeshader	17	ColorCubeRTGM.kt,LinearGradientRTGM.kt,RuntimeShaderGM.kt,RuntimeShaderStubsGM.kt,SpiralRTGM.kt,ThresholdRTGM.kt,UnsharpRTGM.kt	PARTIAL	STUB.ALPHA_IMAGE_SHADER,STUB.CLIP_SUPER_RRECT,STUB.DEFERRED_SHADER,STUB.LIT_SHADER_LINEAR,STUB.LOCAL_MATRIX_RT,STUB.NORMAL_MAP_SHADER,STUB.NULL_CHILD_RT,STUB.RAW_IMAGE_SHADER,STUB.RUNTIME_SHADER_CHILD	skia-integration-tests/src/test/kotlin/org/skia/tests/RuntimeShaderTest.kt	-	wgsl-runtime-gated
samplerstress	1	SamplerStressGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/SamplerStressTest.kt	-	ported
savelayer	4	SaveBehindGM.kt,SaveLayerF16GM.kt,SaveLayerGM.kt,Skbug14554GM.kt	PARTIAL	STUB.EDGE_AA_IMAGE_SET,STUB.F16_COLOR_TYPE,STUB.SAVE_BEHIND	skia-integration-tests/src/test/kotlin/org/skia/tests/SaveBehindTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SaveLayerF16Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SaveLayerGMTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug14554Test.kt	STUB.EDGE_AA_IMAGE_SET,STUB.F16_COLOR_TYPE,STUB.SAVE_BEHIND	implementation
scaledemoji	3	ScaledEmojiPerspectiveGM.kt,ScaledEmojiPosGM.kt	PARTIAL	STUB.EMOJI_TABLES	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ScaledEmojiPerspectiveWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ScaledEmojiPerspectiveTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ScaledEmojiPerspectiveCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ScaledEmojiPosTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ScaledEmojiPosWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ScaledEmojiPosCrossBackendTest.kt	STUB.EMOJI_TABLES	font-gated
scaledemoji_rendering	1	-	MISSING	-	-	-	missing-mapping
scaledrects	2	ClipLargeRectGM.kt,ScaledRectsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ScaledRectsWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ClipLargeRectCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ScaledRectsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ScaledRectsCrossBackendTest.kt	-	ported
scaledstrokes	1	ScaledStrokesGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ScaledStrokesWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ScaledStrokesTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ScaledStrokesCrossBackendTest.kt	-	ported
shadermaskfilter	1	ShaderMaskFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ShaderMaskFilterGMTest.kt	-	ported
shaderpath	1	ShaderPathGM.kt	PORTED	-	-	-	ported
shadertext3	1	ShaderText3GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ShaderText3Test.kt	-	ported
shadowutils	5	ShadowUtilsDirectionalGM.kt,ShadowUtilsGaussianColorFilterGM.kt	PARTIAL	STUB.GAUSSIAN_COLOR_FILTER	skia-integration-tests/src/test/kotlin/org/skia/tests/ShadowUtilsDirectionalTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ShadowUtilsGaussianColorFilterTest.kt	STUB.GAUSSIAN_COLOR_FILTER	implementation
shallowgradient	1	ShallowGradientGM.kt	PORTED	-	-	-	ported
shapes	3	InnerShapesGM.kt,ShapesGM.kt,SimpleShapesGM.kt	PORTED	-	-	-	ported
sharedcorners	1	SharedCornersGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/SharedCornersTest.kt	-	ported
showmiplevels	1	ShowMipLevelsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ShowMipLevelsTest.kt	-	ported
simpleaaclip	1	SimpleClipGM.kt	PORTED	-	-	-	ported
simplerect	1	SimpleRectGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/SimpleRectTest.kt	-	ported
skbug1719	1	Skbug1719GM.kt	PORTED	-	-	-	ported
skbug_12212	1	Skbug12212GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug12212Test.kt	-	ported
skbug_257	1	Skbug257GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug257Test.kt	-	ported
skbug_4868	1	Skbug4868GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug4868Test.kt	-	ported
skbug_5321	1	Skbug5321GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug5321Test.kt	-	ported
skbug_8664	1	Skbug8664GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug8664Test.kt	-	ported
skbug_8955	1	Skbug8955GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug8955Test.kt	-	ported
skbug_9319	1	Skbug9319GM.kt	PORTED	-	-	-	ported
skbug_9819	1	Skbug9819GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug9819Test.kt	-	ported
slug	1	SlugGM.kt	TEST_DISABLED	STUB.SLUG	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SlugWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SlugTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SlugCrossBackendTest.kt	STUB.SLUG	gpu-intractable
smallarc	1	SmallArcGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SmallArcWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SmallArcTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SmallArcCrossBackendTest.kt	-	ported
smallcircles	1	SmallCirclesGM.kt	PORTED	-	-	-	ported
smallpaths	1	SmallPathsGM.kt	PORTED	-	-	-	ported
spritebitmap	2	DrawImagerectFilterGM.kt,SpriteBitmapGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/DrawImagerectFilterTest.kt	-	ported
srcmode	1	SrcModeGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/SrcModeTest.kt	-	ported
srgb	1	SrgbGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/SrgbTest.kt	-	ported
stlouisarch	1	StLouisArchGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/StLouisArchTest.kt	-	ported
stringart	1	StringArtGM.kt	PORTED	-	-	-	ported
stroke_rect_shader	1	StrokeRectShaderGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/StrokeRectShaderWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokeRectShaderTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/StrokeRectShaderCrossBackendTest.kt	-	ported
strokedlines	2	StrokedLineCapsGM.kt,StrokedLinesGM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/StrokedLineCapsTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokedLinesTest.kt	STUB.STROKEDLINE_CAPS	implementation
strokefill	3	Bug339297GM.kt,Bug6987GM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/Bug6987WebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Bug339297Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Bug6987Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Bug6987CrossBackendTest.kt	-	partial-coverage
strokerect	2	StrokeRectGM.kt,StrokerectAnisotropic5408GM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/StrokeRectWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokeRectTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/StrokeRectCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/StrokerectAnisotropic5408CrossBackendTest.kt	-	ported
strokerect_anisotropic	1	-	MISSING	-	-	-	missing-mapping
strokerects	1	StrokeRectsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/StrokeRectsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokeRectsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/StrokeRectsCrossBackendTest.kt	-	ported
strokes	15	B340982297GM.kt,CubicStrokeGM.kt,InnerJoinGeometryGM.kt,QuadCapGM.kt,Skbug12244GM.kt,Strokes2GM.kt,Strokes3GM.kt,Strokes4GM.kt,Strokes5GM.kt,StrokesGM.kt,TeenyStrokesGM.kt,ZeroLenStrokesGM.kt,ZeroLineStrokeGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/CubicStrokeWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/B340982297CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/CubicStrokeTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/CubicStrokeCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/InnerJoinGeometryWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/InnerJoinGeometryCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/QuadCapWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/QuadCapCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Skbug12244Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/Skbug12244WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Skbug12244CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Strokes2Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Strokes3Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/Strokes3WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Strokes3CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Strokes4Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Strokes4CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Strokes5Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/Strokes5WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Strokes5CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokesTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/StrokesWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/StrokesCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TeenyStrokesTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ZeroLenStrokesTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ZeroLenStrokesWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ZeroLenStrokesCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ZeroLineStrokeTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ZeroLineStrokeWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ZeroLineStrokeCrossBackendTest.kt	-	partial-coverage
stroketext	2	StrokeTextGM.kt,StrokeTextNativeGM.kt	PARTIAL	STUB.LIBERATION_FM	skia-integration-tests/src/test/kotlin/org/skia/tests/StrokeTextNativeTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/StrokeTextTest.kt	STUB.LIBERATION_FM	font-gated
subsetshader	1	BitmapSubsetShaderGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/BitmapSubsetShaderCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/BitmapSubsetShaderTest.kt	-	ported
surface	4	NewSurfaceGM.kt,SnapWithMipsGM.kt,SurfacePropsGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SurfacePropsWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/NewSurfaceCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/NewSurfaceTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SnapWithMipsTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SurfacePropsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SurfacePropsCrossBackendTest.kt	STUB.SURFACE_PROPS	implementation
swizzle	1	SwizzleGM.kt	TEST_DISABLED	STUB.GANESH	skia-integration-tests/src/test/kotlin/org/skia/tests/SwizzleTest.kt	STUB.GANESH	gpu-intractable
tablecolorfilter	2	ComposeColorFilterGM.kt,TableColorFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TableColorFilterTest.kt	-	ported
tablemaskfilter	1	TableMaskFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TableMaskFilterGMTest.kt	-	ported
tallstretchedbitmaps	1	TallStretchedBitmapsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TallStretchedBitmapsTest.kt	-	ported
